Customer_ID,Tenure_Months,Monthly_Charges,Total_Usage_GB,Subscription_Type,Payment_Method,Customer_Support_Calls,Churn
53215,26,2278.29,86.17,Basic,Debit Card,8,No
53216,50,1965.59,234.42,Premium,UPI,8,No
53217,45,307.86,304.8,Basic,UPI,10,No
53218,21,325.43,247.28,Basic,Net Banking,2,No
53219,53,2483.74,246.9,Standard,UPI,5,Yes
53220,18,1000.38,43.37,Premium,Credit Card,6,Yes
53221,37,2017.56,99.43,Premium,Debit Card,3,No
53222,45,1526.38,163.88,Premium,Net Banking,5,Yes
53223,32,2631.26,212.58,Basic,Net Banking,8,Yes
53224,36,2775.8,299.0,Standard,Credit Card,9,No
53225,17,2991.38,432.36,Basic,UPI,5,No
53226,35,714.95,83.79,Premium,UPI,6,No
53227,49,2630.0,12.47,Standard,Debit Card,5,No
53228,11,1018.26,227.37,Standard,Credit Card,6,Yes
53229,21,1895.2,218.89,Premium,Net Banking,0,No
53230,52,1665.59,278.19,Basic,Credit Card,5,No
53231,55,348.57,417.44,Premium,Net Banking,11,Yes
53232,53,2818.48,402.17,Basic,Credit Card,8,No
53233,26,511.48,54.52,Basic,UPI,10,Yes
53234,4,2158.19,467.33,Basic,Net Banking,2,No
53235,34,2419.52,59.66,Premium,Debit Card,5,No
53236,52,2447.28,319.11,Premium,Credit Card,3,Yes
53237,48,665.84,337.84,Basic,UPI,6,No
53238,18,1508.44,341.54,Basic,Net Banking,6,No
53239,40,2539.46,136.35,Premium,UPI,8,No
53240,35,1117.23,168.52,Basic,Credit Card,3,No
53241,41,1562.92,276.6,Standard,Debit Card,7,Yes
53242,29,1036.54,103.8,Standard,Debit Card,7,No
53243,52,1551.59,15.05,Premium,Credit Card,7,No
53244,29,2697.16,283.26,Standard,Net Banking,7,No
53245,38,1528.84,235.31,Standard,UPI,5,No
53246,42,1800.96,330.08,Premium,UPI,7,No
53247,21,1390.74,77.62,Basic,Net Banking,5,Yes
53248,42,1542.32,421.26,Basic,Credit Card,9,No
53249,13,340.97,77.38,Basic,UPI,1,No
53250,49,1066.11,446.22,Premium,UPI,2,No
53251,41,1478.77,227.51,Standard,Credit Card,5,No
53252,17,2011.25,277.15,Basic,UPI,6,No
53253,56,1515.14,448.81,Standard,Net Banking,3,Yes
53254,9,1212.11,153.46,Standard,Net Banking,0,No
53255,41,1347.87,95.0,Premium,Credit Card,3,No
53256,1,954.19,225.65,Basic,Credit Card,5,Yes
53257,2,2796.13,125.96,Standard,Net Banking,7,Yes
53258,48,1708.71,266.28,Standard,Credit Card,11,No
53259,29,336.21,141.25,Basic,Net Banking,3,No
53260,33,352.5,432.92,Premium,Net Banking,9,No
53261,10,2927.0,305.63,Basic,Net Banking,0,Yes
53262,50,897.92,5.12,Standard,UPI,4,No
53263,58,2475.14,403.71,Premium,Credit Card,6,No
53264,40,457.34,168.46,Standard,UPI,5,No
53265,21,2787.14,163.5,Basic,Unknown,2,No
53266,28,2660.93,194.62,Premium,Debit Card,6,No
53267,11,1841.95,316.98,Basic,UPI,3,No
53268,55,324.3,223.82,Standard,UPI,4,No
53269,34,996.09,316.17,Premium,UPI,10,No
53270,8,1398.42,77.66,Premium,Debit Card,6,No
53271,59,1542.17,485.23,Standard,Credit Card,1,No
53272,22,1103.73,366.16,Basic,Debit Card,3,No
53273,8,388.96,128.85,Premium,Credit Card,3,No
53274,49,1893.34,363.46,Basic,Credit Card,5,No
53275,15,1715.22,289.64,Basic,Credit Card,11,No
53276,17,1064.1,59.05,Premium,Credit Card,10,No
53277,23,402.54,93.21,Standard,Credit Card,6,No
53278,24,2985.4,25.45,Basic,Debit Card,3,No
53279,45,1601.36,405.57,Standard,UPI,9,No
53280,19,2341.21,278.09,Basic,Debit Card,0,Yes
53281,5,1521.25,161.79,Basic,UPI,0,No
53282,32,416.56,67.54,Basic,UPI,4,No
53283,44,1135.92,244.6,Premium,Net Banking,0,No
53284,1,1164.3,265.0,Premium,UPI,2,Yes
53285,23,2563.55,352.46,Standard,Unknown,8,No
53286,37,2066.42,485.12,Basic,Net Banking,2,No
53287,8,1043.66,220.3,Standard,Credit Card,2,No
53288,13,2912.9,205.99,Standard,Credit Card,8,No
53289,8,1168.16,188.12,Standard,UPI,4,Yes
53290,57,2995.23,414.33,Premium,Credit Card,11,Yes
53291,23,2989.64,82.38,Standard,Credit Card,7,No
53292,43,816.27,175.19,Standard,Net Banking,9,No
53293,1,1144.4,363.86,Premium,Debit Card,8,No
53294,45,1612.32,12.77,Standard,Credit Card,11,No
53295,51,2093.07,148.24,Standard,Credit Card,5,No
53296,24,1725.73,322.52,Standard,Debit Card,6,Yes
53297,35,2917.49,97.05,Basic,Unknown,6,No
53298,24,2254.77,154.84,Standard,Net Banking,6,No
53299,17,872.52,245.59,Standard,Credit Card,3,No
53300,5,583.76,213.9,Basic,UPI,1,No
53301,20,2158.68,57.48,Basic,Unknown,1,Yes
53302,21,727.82,469.43,Premium,Net Banking,6,Yes
53303,40,2426.73,26.92,Standard,Credit Card,9,No
53304,58,1139.8,376.12,Basic,Net Banking,6,No
53305,31,1182.61,40.35,Basic,Credit Card,9,No
53306,46,329.16,236.31,Standard,Debit Card,6,Yes
53307,36,2192.73,91.83,Basic,UPI,7,Yes
53308,11,605.83,74.84,Basic,Debit Card,2,No
53309,52,2386.78,67.32,Premium,Net Banking,10,No
53310,15,1628.04,229.13,Standard,Net Banking,4,No
53311,19,2417.56,260.17,Basic,Unknown,5,Yes
53312,7,1876.6,71.03,Basic,UPI,7,No
53313,51,522.57,489.8,Standard,Debit Card,7,No
53314,28,2367.26,132.59,Basic,Credit Card,9,Yes
53315,51,488.46,232.13,Basic,Debit Card,2,No
53316,43,1592.49,112.05,Basic,Debit Card,11,Yes
53317,58,765.34,249.49,Basic,UPI,3,Yes
53318,5,2331.3,379.23,Basic,Debit Card,5,No
53319,5,2761.3,262.95,Premium,Net Banking,3,No
53320,30,1796.14,146.4,Basic,UPI,9,No
53321,54,1723.3,127.96,Basic,Net Banking,3,No
53322,32,2362.7,380.67,Basic,Net Banking,4,No
53323,8,313.71,63.53,Standard,Debit Card,9,Yes
53324,10,2777.95,188.13,Premium,Credit Card,6,Yes
53325,38,833.11,79.98,Standard,Debit Card,11,No
53326,47,2957.12,132.7,Premium,Credit Card,1,Yes
53327,32,2287.89,80.58,Basic,UPI,1,No
53328,48,2390.48,443.95,Premium,UPI,11,No
53329,28,2071.75,367.29,Basic,UPI,9,Yes
53330,17,1573.49,282.66,Basic,Net Banking,8,No
53331,31,1843.39,116.09,Basic,Net Banking,3,Yes
53332,8,425.29,257.56,Basic,UPI,4,Yes
53333,40,1984.69,262.81,Standard,Debit Card,2,Yes
53334,25,1990.46,297.25,Standard,Net Banking,1,No
53335,9,2706.24,34.74,Standard,Net Banking,9,No
53336,2,1665.27,486.59,Basic,Debit Card,7,No
53337,15,508.29,235.39,Standard,Unknown,3,No
53338,50,1126.73,463.63,Basic,Debit Card,11,Yes
53339,3,2070.2,9.86,Standard,Credit Card,0,No
53340,49,946.0,127.54,Basic,Debit Card,5,No
53341,36,1057.43,56.48,Basic,Credit Card,5,Yes
53342,4,2515.27,385.96,Standard,Net Banking,1,Yes
53343,14,1877.66,163.46,Premium,Credit Card,1,No
53344,41,1673.02,421.04,Standard,Debit Card,7,No
53345,41,1159.82,417.03,Basic,Credit Card,10,No
53346,25,2273.51,335.56,Basic,UPI,6,Yes
53347,58,1076.84,334.56,Basic,Debit Card,1,No
53348,55,2290.07,351.58,Standard,Debit Card,9,No
53349,50,489.27,338.51,Standard,Credit Card,0,No
53350,10,2634.26,196.52,Basic,Net Banking,10,Yes
53351,21,1648.83,343.0,Basic,Net Banking,7,No
53352,36,1483.97,449.22,Standard,Debit Card,9,No
53353,12,1949.76,169.62,Basic,Debit Card,1,No
53354,27,1985.32,472.72,Basic,Credit Card,4,No
53355,40,656.49,11.72,Standard,Debit Card,5,No
53356,2,2341.83,177.8,Basic,Debit Card,9,Yes
53357,54,1045.01,70.39,Premium,Net Banking,0,No
53358,13,2743.4,67.68,Premium,Debit Card,1,Yes
53359,53,2508.2,408.64,Basic,Credit Card,9,Yes
53360,32,1234.92,459.59,Basic,Debit Card,3,No
53361,31,2480.9,389.99,Basic,Debit Card,1,No
53362,16,1262.25,488.42,Standard,Debit Card,10,Yes
53363,32,572.56,112.08,Premium,UPI,5,No
53364,32,2897.1,74.7,Basic,Debit Card,3,No
53365,34,2062.03,262.75,Premium,Credit Card,10,No
53366,11,1531.47,415.37,Standard,Net Banking,2,Yes
53367,10,1373.99,24.72,Premium,Net Banking,5,No
53368,15,1176.7,497.81,Standard,UPI,8,Yes
53369,17,2949.91,303.11,Standard,Credit Card,7,Yes
53370,40,663.82,489.58,Standard,Net Banking,1,No
53371,18,1149.97,185.72,Premium,Net Banking,2,No
53372,55,1610.84,231.72,Basic,Debit Card,1,Yes
53373,9,1590.6,377.42,Premium,Debit Card,9,No
53374,25,1572.69,397.39,Standard,Debit Card,6,Yes
53375,40,774.62,120.35,Standard,UPI,8,No
53376,59,691.32,465.25,Premium,Debit Card,0,No
53377,14,987.87,434.37,Premium,Credit Card,10,No
53378,58,2769.22,14.01,Premium,UPI,2,No
53379,25,605.24,68.64,Basic,Net Banking,5,No
53380,50,2345.05,250.57,Premium,Net Banking,3,No
53381,22,2345.38,233.17,Standard,Credit Card,9,No
53382,52,2486.38,355.65,Standard,Credit Card,9,Yes
53383,30,2693.86,49.41,Premium,Net Banking,0,Yes
53384,20,1010.2,324.2,Basic,Credit Card,8,No
53385,21,906.31,310.1,Basic,Credit Card,6,No
53386,44,1556.87,120.64,Standard,Credit Card,10,No
53387,32,1015.74,273.49,Basic,Debit Card,11,Yes
53388,51,2282.64,114.99,Standard,Net Banking,6,No
53389,46,2017.04,77.73,Basic,Credit Card,11,No
53390,49,2662.47,288.7,Basic,Credit Card,0,No
53391,56,523.39,488.85,Standard,Debit Card,8,No
53392,21,2770.73,122.28,Standard,Net Banking,11,Yes
53393,35,1092.04,180.89,Basic,UPI,11,Yes
53394,58,1624.87,132.0,Basic,Net Banking,7,Yes
53395,32,1484.25,136.9,Standard,Net Banking,10,No
53396,30,2352.84,205.08,Premium,Net Banking,11,No
53397,55,1434.9,352.42,Premium,Debit Card,9,No
53398,39,2847.59,24.21,Basic,Net Banking,11,No
53399,49,2736.84,478.78,Standard,UPI,4,No
53400,12,2654.84,27.91,Basic,Credit Card,3,No
53401,41,492.4,441.22,Basic,Net Banking,0,No
53402,47,2606.5,447.72,Premium,Debit Card,8,Yes
53403,18,2410.42,264.62,Basic,Net Banking,7,No
53404,21,579.48,72.81,Basic,Net Banking,1,Yes
53405,13,590.02,284.75,Basic,UPI,3,No
53406,21,573.14,316.17,Premium,UPI,3,No
53407,8,330.6,429.59,Standard,Debit Card,6,Yes
53408,46,1781.31,277.69,Standard,Debit Card,2,Yes
53409,40,2928.16,208.3,Standard,Debit Card,7,Yes
53410,46,1484.45,419.95,Basic,Debit Card,10,No
53411,7,1760.05,490.57,Premium,Debit Card,6,Yes
53412,23,2913.52,324.33,Basic,Credit Card,9,No
53413,44,988.99,437.82,Standard,Credit Card,11,No
53414,32,2617.87,301.37,Standard,Debit Card,11,No
53415,11,1775.25,346.45,Basic,Debit Card,3,No
53416,22,1837.59,345.64,Basic,Credit Card,8,No
53417,22,1226.57,353.87,Standard,UPI,5,No
53418,43,1816.28,163.9,Basic,Credit Card,2,No
53419,25,497.48,289.95,Basic,Debit Card,6,No
53420,22,2364.54,299.1,Basic,UPI,5,No
53421,28,1068.66,160.96,Premium,Debit Card,7,Yes
53422,29,2696.54,178.18,Premium,Net Banking,4,No
53423,13,1293.2,382.31,Premium,UPI,5,No
53424,18,685.63,293.45,Standard,Debit Card,0,No
53425,2,2178.88,78.86,Standard,Credit Card,7,Yes
53426,29,744.36,419.63,Basic,Debit Card,0,Yes
53427,21,2334.94,442.14,Basic,Credit Card,2,No
53428,15,2913.9,235.74,Premium,UPI,11,Yes
53429,52,2404.79,108.41,Premium,Credit Card,1,No
53430,27,360.61,474.07,Premium,Unknown,5,Yes
53431,50,1919.69,441.72,Standard,Debit Card,7,No
53432,31,2177.61,125.97,Premium,Credit Card,7,No
53433,15,2528.74,52.32,Premium,UPI,6,No
53434,51,451.21,223.12,Basic,UPI,6,No
53435,23,1596.29,339.82,Basic,UPI,7,Yes
53436,24,1745.5,91.82,Standard,Net Banking,4,No
53437,44,756.64,259.04,Basic,UPI,2,No
53438,13,1170.61,215.58,Premium,Debit Card,1,No
53439,22,1488.6,445.82,Basic,Debit Card,2,No
53440,43,2549.67,217.64,Standard,Unknown,10,Yes
53441,37,2809.4,269.22,Standard,UPI,10,No
53442,33,1996.74,477.87,Standard,Debit Card,2,Yes
53443,56,1366.35,153.35,Basic,UPI,11,No
53444,3,985.88,148.05,Premium,UPI,6,No
53445,54,2951.76,400.8,Basic,UPI,0,No
53446,19,2954.15,142.38,Premium,Net Banking,6,No
53447,23,2797.44,416.77,Premium,Credit Card,5,Yes
53448,29,2421.31,52.29,Basic,Debit Card,10,No
53449,30,1179.6,60.07,Premium,Net Banking,9,Yes
53450,39,2505.9,451.16,Standard,Debit Card,1,No
53451,44,1403.74,272.7,Standard,Net Banking,9,No
53452,47,1182.29,360.81,Standard,Credit Card,0,Yes
53453,25,2311.14,116.52,Standard,Credit Card,8,No
53454,37,515.07,87.31,Basic,Credit Card,1,No
53455,47,431.12,418.3,Premium,Credit Card,3,No
53456,8,1509.47,182.52,Standard,UPI,8,No
53457,42,1503.22,230.24,Basic,Debit Card,8,No
53458,58,2718.24,18.85,Standard,Debit Card,11,No
53459,16,640.61,196.01,Standard,Debit Card,10,No
53460,8,632.87,386.37,Standard,UPI,0,No
53461,1,698.12,411.53,Basic,Debit Card,1,Yes
53462,44,380.29,350.88,Basic,Credit Card,1,Yes
53463,5,493.68,347.63,Basic,Debit Card,11,Yes
53464,3,2081.65,255.59,Standard,Debit Card,1,Yes
53465,1,1465.28,271.47,Premium,Net Banking,7,Yes
53466,4,2361.73,372.6,Basic,UPI,7,No
53467,40,2980.01,127.41,Basic,Credit Card,9,Yes
53468,35,2079.39,119.6,Premium,Credit Card,11,No
53469,32,436.23,475.21,Basic,Credit Card,7,No
53470,42,582.32,18.71,Basic,Debit Card,11,No
53471,34,2678.71,74.04,Standard,Credit Card,3,No
53472,43,1724.24,287.31,Premium,Credit Card,7,Yes
53473,25,2527.06,370.23,Premium,Net Banking,6,No
53474,10,2612.85,271.26,Premium,Debit Card,7,No
53475,21,2804.72,180.76,Basic,Net Banking,0,No
53476,46,2864.54,489.1,Premium,UPI,2,Yes
53477,39,1798.03,353.41,Basic,Debit Card,9,No
53478,27,1220.75,416.54,Basic,Net Banking,5,No
53479,27,2897.04,24.92,Basic,UPI,0,No
53480,2,1778.0,121.78,Basic,Net Banking,3,Yes
53481,41,473.48,190.21,Basic,UPI,8,No
53482,48,2035.5,95.39,Standard,Credit Card,6,No
53483,13,1886.75,41.09,Standard,Credit Card,0,No
53484,9,2718.64,116.42,Basic,Debit Card,11,No
53485,52,2063.61,269.15,Standard,Net Banking,5,Yes
53486,36,1242.44,349.39,Standard,Net Banking,5,Yes
53487,22,2908.81,388.14,Basic,UPI,11,Yes
53488,42,2464.37,26.25,Basic,Debit Card,1,Yes
53489,26,2002.13,216.85,Basic,Credit Card,5,Yes
53490,58,1090.9,65.49,Basic,Net Banking,9,Yes
53491,54,1308.56,218.44,Premium,UPI,1,Yes
53492,12,2108.92,219.82,Basic,Credit Card,7,No
53493,17,494.35,251.61,Basic,Credit Card,6,No
53494,14,993.04,446.95,Basic,Credit Card,5,No
53495,14,2227.53,403.52,Premium,UPI,9,No
53496,57,1596.05,320.18,Basic,UPI,5,No
53497,34,1386.46,443.28,Standard,Credit Card,8,No
53498,53,708.94,340.84,Basic,UPI,8,No
53499,57,1492.99,410.33,Premium,Credit Card,9,No
53500,20,2380.87,284.07,Premium,Credit Card,9,No
53501,11,1012.83,264.98,Standard,Credit Card,1,No
53502,16,314.58,363.43,Premium,UPI,2,No
53503,51,2104.96,14.75,Standard,Debit Card,9,No
53504,31,2926.09,346.74,Premium,Debit Card,6,No
53505,55,1938.43,467.59,Premium,UPI,10,No
53506,6,623.79,358.4,Basic,Net Banking,9,No
53507,56,1165.98,23.21,Standard,UPI,11,No
53508,19,2642.63,192.05,Premium,Net Banking,8,No
53509,37,927.93,405.74,Basic,Credit Card,11,Yes
53510,58,1940.78,479.51,Premium,Net Banking,5,No
53511,4,1387.21,188.23,Standard,Credit Card,10,No
53512,47,861.18,421.39,Standard,Debit Card,0,No
53513,4,2496.2,432.59,Standard,Credit Card,10,Yes
53514,20,2305.64,66.03,Premium,Net Banking,6,Yes
53515,10,2086.3,423.67,Basic,Debit Card,10,No
53516,24,938.11,165.5,Basic,Debit Card,0,No
53517,54,564.21,298.65,Standard,UPI,4,No
53518,35,1855.63,271.79,Premium,Net Banking,8,No
53519,26,1794.93,333.21,Standard,Net Banking,9,Yes
53520,37,808.64,371.53,Basic,UPI,10,No
53521,38,451.87,223.24,Basic,UPI,9,No
53522,21,517.91,444.71,Premium,Debit Card,8,No
53523,54,2980.48,405.7,Basic,Unknown,0,No
53524,40,2415.68,393.78,Standard,Debit Card,5,No
53525,39,2789.37,231.83,Basic,Net Banking,2,Yes
53526,21,826.65,23.6,Basic,UPI,11,No
53527,10,2893.54,248.67,Basic,Net Banking,8,Yes
53528,38,685.17,449.73,Basic,Debit Card,11,Yes
53529,46,1674.52,99.27,Premium,Unknown,2,Yes
53530,4,2540.18,491.38,Basic,Credit Card,1,No
53531,57,1244.47,404.81,Basic,Net Banking,7,No
53532,45,1447.04,356.37,Standard,Debit Card,2,No
53533,20,646.1,340.19,Premium,Debit Card,4,No
53534,17,631.89,295.58,Standard,Credit Card,11,Yes
53535,55,1972.83,361.73,Basic,Debit Card,5,No
53536,7,2123.94,213.84,Basic,Debit Card,11,No
53537,4,2398.8,423.42,Standard,Net Banking,9,Yes
53538,29,1803.04,349.69,Premium,Credit Card,9,No
53539,14,2043.55,386.77,Basic,Debit Card,0,No
53540,3,336.5,397.28,Basic,Net Banking,6,No
53541,24,737.86,50.57,Standard,UPI,10,No
53542,37,2959.27,32.54,Standard,Credit Card,6,Yes
53543,16,505.18,401.49,Standard,Net Banking,4,Yes
53544,58,2132.73,133.4,Basic,UPI,8,No
53545,55,775.42,293.08,Basic,Debit Card,10,Yes
53546,52,2235.14,224.64,Basic,Debit Card,1,No
53547,4,2206.17,15.91,Basic,UPI,4,No
53548,56,932.34,24.94,Premium,Net Banking,1,Yes
53549,24,1028.01,414.43,Basic,Debit Card,1,No
53550,34,2067.88,305.8,Standard,Debit Card,11,Yes
53551,30,1353.23,264.3,Standard,Net Banking,10,Yes
53552,18,825.28,472.45,Basic,Net Banking,8,No
53553,19,2275.53,90.69,Premium,UPI,6,No
53554,31,716.2,132.7,Standard,Debit Card,3,No
53555,19,2610.24,379.59,Premium,Net Banking,10,Yes
53556,49,1689.61,388.74,Basic,Credit Card,7,Yes
53557,46,585.39,205.42,Basic,UPI,10,No
53558,19,2174.0,475.73,Basic,UPI,10,No
53559,22,1701.74,469.44,Basic,UPI,3,No
53560,24,1104.76,11.14,Standard,UPI,0,No
53561,45,1440.86,90.3,Premium,Credit Card,11,No
53562,12,1105.51,411.01,Basic,UPI,9,Yes
53563,30,1010.17,170.93,Premium,UPI,2,Yes
53564,58,741.74,52.25,Standard,Net Banking,9,Yes
53565,38,1279.47,393.57,Standard,Debit Card,11,No
53566,53,977.67,230.02,Basic,UPI,0,No
53567,31,2145.27,248.74,Basic,Net Banking,1,Yes
53568,36,2146.47,97.25,Premium,Net Banking,1,Yes
53569,19,1654.97,332.14,Basic,Debit Card,6,No
53570,48,2400.45,277.86,Premium,Net Banking,3,No
53571,45,2571.62,107.3,Standard,Net Banking,9,No
53572,36,1865.37,173.46,Premium,UPI,11,Yes
53573,30,1971.12,300.46,Standard,UPI,8,No
53574,55,1063.79,462.81,Basic,Net Banking,1,No
53575,49,2716.15,460.59,Standard,Credit Card,8,Yes
53576,55,365.36,147.51,Basic,Debit Card,5,No
53577,33,1241.23,369.13,Standard,Net Banking,9,No
53578,18,2248.86,388.88,Basic,Net Banking,7,Yes
53579,52,516.24,405.37,Standard,Credit Card,6,No
53580,49,794.56,287.53,Basic,Debit Card,10,No
53581,59,1891.07,10.2,Premium,Net Banking,7,No
53582,28,1811.98,382.03,Standard,Net Banking,8,Yes
53583,59,2295.11,57.77,Premium,UPI,11,No
53584,47,2494.05,62.85,Basic,Net Banking,7,Yes
53585,11,647.16,304.78,Standard,Credit Card,5,Yes
53586,57,349.63,491.84,Basic,Net Banking,7,No
53587,54,2162.02,125.06,Standard,Debit Card,7,No
53588,45,1113.76,324.68,Premium,Debit Card,1,Yes
53589,33,1990.16,155.31,Premium,Credit Card,1,No
53590,17,706.47,449.87,Basic,Net Banking,10,Yes
53591,6,1566.41,298.79,Premium,Net Banking,0,No
53592,4,1661.95,107.7,Standard,Net Banking,9,No
53593,20,1879.71,134.75,Premium,Net Banking,1,No
53594,48,1685.56,219.08,Standard,Unknown,6,No
53595,47,1638.37,65.41,Premium,Debit Card,10,Yes
53596,27,1198.38,43.97,Premium,UPI,2,No
53597,15,492.19,341.63,Basic,Debit Card,3,No
53598,6,541.7,206.55,Basic,UPI,3,Yes
53599,47,1471.2,364.48,Basic,Debit Card,3,No
53600,14,1260.64,59.48,Standard,Credit Card,1,No
53601,11,1693.56,306.88,Premium,Net Banking,10,No
53602,39,1123.06,224.44,Premium,UPI,5,No
53603,9,2157.36,33.71,Standard,Debit Card,0,No
53604,26,2632.68,274.68,Basic,UPI,11,Yes
53605,16,1106.93,45.99,Basic,Net Banking,4,No
53606,5,821.06,414.72,Basic,Credit Card,1,No
53607,57,613.69,317.82,Standard,Net Banking,8,No
53608,52,1963.89,280.7,Basic,Debit Card,1,No
53609,10,1498.41,71.07,Basic,Debit Card,5,Yes
53610,50,807.64,147.29,Standard,UPI,3,No
53611,3,2063.47,248.97,Basic,Credit Card,5,Yes
53612,13,700.9,318.48,Basic,Credit Card,1,No
53613,43,1796.61,95.7,Basic,Debit Card,11,Yes
53614,49,1723.3,9.39,Premium,UPI,1,No
53615,30,2282.42,175.66,Basic,Net Banking,11,No
53616,54,448.8,244.02,Premium,Net Banking,6,No
53617,45,2697.26,96.29,Basic,Debit Card,2,Yes
53618,6,2198.08,248.62,Premium,Unknown,2,No
53619,17,883.54,172.55,Standard,Net Banking,6,No
53620,59,795.19,230.27,Premium,Net Banking,7,No
53621,45,1465.48,176.99,Premium,Net Banking,6,Yes
53622,51,2507.43,316.09,Standard,UPI,2,No
53623,53,2575.96,26.23,Premium,Credit Card,2,No
53624,19,1705.23,89.6,Standard,Debit Card,6,No
53625,42,2624.19,219.21,Standard,Debit Card,2,No
53626,35,314.7,181.37,Standard,UPI,1,Yes
53627,46,394.97,198.86,Premium,Net Banking,6,No
53628,26,2761.92,402.86,Premium,UPI,2,No
53629,51,2393.4,443.73,Basic,Net Banking,4,No
53630,5,1516.91,128.09,Standard,Debit Card,6,No
53631,29,2334.75,419.01,Premium,Credit Card,1,Yes
53632,37,2880.23,232.1,Premium,UPI,7,No
53633,20,2384.64,140.54,Premium,Net Banking,1,No
53634,49,2574.4,492.8,Basic,Debit Card,3,Yes
53635,21,2353.64,413.28,Basic,Credit Card,3,Yes
53636,10,754.17,497.16,Standard,UPI,7,No
53637,5,2550.65,88.25,Basic,UPI,10,No
53638,36,826.79,76.2,Basic,Debit Card,0,No
53639,6,2710.05,254.17,Standard,UPI,11,No
53640,26,1538.35,321.13,Basic,Debit Card,8,No
53641,4,2127.84,89.67,Basic,UPI,5,No
53642,39,1642.55,430.91,Basic,Credit Card,3,No
53643,39,553.78,268.35,Standard,Credit Card,5,Yes
53644,50,1084.95,208.42,Basic,UPI,5,Yes
53645,35,2956.08,303.02,Basic,Debit Card,8,No
53646,1,2893.93,319.3,Standard,Net Banking,10,No
53647,24,1165.31,26.18,Basic,UPI,11,No
53648,57,2990.0,499.95,Premium,Net Banking,3,No
53649,36,2582.99,185.14,Basic,Unknown,7,Yes
53650,6,1949.59,35.46,Premium,Net Banking,0,No
53651,41,408.34,426.9,Standard,UPI,5,Yes
53652,54,2733.91,496.54,Premium,Credit Card,4,No
53653,46,1805.06,409.1,Basic,Debit Card,2,No
53654,44,2644.89,426.68,Basic,Credit Card,3,Yes
53655,57,2552.96,314.84,Premium,Credit Card,7,No
53656,31,2549.12,461.55,Basic,Credit Card,10,No
53657,20,2185.07,22.69,Standard,UPI,10,No
53658,24,1086.82,384.53,Basic,Debit Card,9,No
53659,25,1207.63,337.0,Standard,Net Banking,10,No
53660,36,1132.87,29.54,Premium,Credit Card,1,No
53661,21,354.12,274.27,Premium,Net Banking,7,No
53662,30,1872.94,259.95,Basic,Debit Card,6,No
53663,24,2186.85,347.31,Basic,Debit Card,0,No
53664,44,2605.44,43.38,Premium,Net Banking,1,No
53665,42,678.45,403.61,Premium,Net Banking,6,No
53666,30,1769.29,74.0,Basic,Credit Card,10,No
53667,22,321.62,212.24,Standard,Net Banking,10,Yes
53668,28,556.75,441.24,Basic,Net Banking,2,Yes
53669,7,446.37,282.46,Premium,UPI,1,Yes
53670,35,2258.79,192.9,Basic,Credit Card,0,Yes
53671,55,518.86,28.86,Standard,Credit Card,6,Yes
53672,28,2234.42,337.78,Standard,Debit Card,2,No
53673,14,973.99,493.34,Premium,Net Banking,5,Yes
53674,56,2669.82,456.34,Premium,UPI,9,No
53675,10,2495.5,360.06,Basic,Debit Card,7,No
53676,16,2886.14,57.12,Standard,UPI,5,No
53677,16,2686.16,123.52,Premium,Credit Card,6,No
53678,54,2819.99,97.49,Standard,Net Banking,10,Yes
53679,31,2618.6,180.95,Standard,UPI,5,No
53680,42,2172.13,121.58,Premium,Debit Card,6,No
53681,25,759.7,126.0,Basic,Credit Card,4,No
53682,13,1033.61,310.28,Standard,UPI,8,No
53683,6,874.36,162.76,Basic,UPI,2,Yes
53684,44,1929.68,340.2,Standard,Unknown,5,Yes
53685,9,1659.77,474.21,Premium,UPI,8,No
53686,45,2641.12,321.05,Basic,Credit Card,0,No
53687,36,2872.22,377.07,Standard,UPI,4,No
53688,56,1393.12,377.03,Basic,Net Banking,3,No
53689,43,1667.15,168.7,Basic,Net Banking,8,No
53690,20,2923.09,12.4,Premium,Debit Card,10,Yes
53691,18,1045.85,32.25,Standard,Net Banking,10,No
53692,58,2439.46,144.62,Basic,Net Banking,0,No
53693,43,908.15,346.32,Standard,UPI,3,Yes
53694,57,2139.94,453.81,Standard,Credit Card,0,Yes
53695,21,984.76,479.61,Basic,Credit Card,2,No
53696,4,2686.08,17.8,Premium,UPI,3,Yes
53697,50,1815.99,495.09,Basic,Unknown,0,No
53698,33,802.02,164.64,Premium,UPI,4,No
53699,27,905.8,422.26,Basic,Net Banking,5,No
53700,7,1633.39,94.25,Basic,Net Banking,0,Yes
53701,6,2896.33,36.13,Basic,Net Banking,9,No
53702,15,2378.03,192.29,Basic,Credit Card,10,No
53703,18,1618.44,430.17,Premium,Debit Card,9,No
53704,32,1211.84,114.31,Basic,Credit Card,11,No
53705,56,1783.02,81.21,Basic,Net Banking,11,Yes
53706,11,2320.57,455.35,Premium,UPI,3,No
53707,20,2416.61,469.48,Standard,UPI,3,No
53708,24,1176.44,11.21,Basic,Unknown,0,Yes
53709,15,2247.13,365.08,Premium,Debit Card,1,Yes
53710,48,2076.03,158.06,Basic,Credit Card,10,No
53711,7,2889.6,190.48,Premium,Credit Card,9,No
53712,21,2813.94,237.21,Basic,Net Banking,4,No
53713,42,2431.32,216.26,Standard,Net Banking,1,No
53714,26,2253.17,259.91,Standard,Debit Card,2,Yes
